age,job,marital,education,balance,housing,loan,deposit,customer_segment,segment_name,estimated_clv,risk_score,campaign_cost,campaign_roi
61,retired,married,secondary,2801,yes,yes,yes,3,Premium_Clients,5056.02,30.0,50,9900.0
39,management,married,tertiary,494,no,no,yes,0,Young_Savers,5009.88,0.0,100,4900.0
37,unemployed,married,secondary,1978,no,no,yes,0,Young_Savers,5039.56,0.0,50,9900.0
80,retired,married,primary,155,no,no,yes,3,Premium_Clients,5003.1,0.0,50,9900.0
61,admin.,married,secondary,4608,no,no,yes,3,Premium_Clients,5092.16,0.0,50,9900.0
72,retired,married,secondary,951,no,yes,yes,3,Premium_Clients,5019.02,30.0,150,3233.3333333333335
36,management,married,tertiary,495,no,no,yes,0,Young_Savers,5009.9,0.0,150,3233.3333333333335
74,retired,married,tertiary,1843,no,no,yes,3,Premium_Clients,5036.86,0.0,50,9900.0
35,blue-collar,married,secondary,262,no,no,yes,0,Young_Savers,5005.24,0.0,50,9900.0
82,retired,divorced,primary,0,no,no,yes,3,Premium_Clients,5000.0,0.0,100,4900.0
71,retired,married,tertiary,3561,no,no,yes,3,Premium_Clients,5071.22,0.0,350,1328.5714285714287
38,housemaid,single,secondary,465,yes,no,yes,0,Young_Savers,5009.3,0.0,50,9900.0
38,management,married,unknown,76,no,no,yes,0,Young_Savers,5001.52,0.0,50,9900.0
53,admin.,married,secondary,1796,no,no,yes,3,Premium_Clients,5035.92,0.0,50,9900.0
29,management,single,tertiary,874,yes,no,yes,0,Young_Savers,5017.48,0.0,50,9900.0
64,retired,married,primary,2140,no,no,yes,3,Premium_Clients,5042.8,0.0,150,3233.3333333333335
35,unemployed,single,secondary,295,no,no,yes,0,Young_Savers,5005.9,0.0,50,9900.0
35,admin.,married,secondary,304,no,no,yes,0,Young_Savers,5006.08,0.0,50,9900.0
46,management,divorced,tertiary,624,no,no,yes,0,Young_Savers,5012.48,0.0,50,9900.0
25,blue-collar,single,secondary,303,no,no,yes,0,Young_Savers,5006.06,0.0,50,9900.0
46,management,married,tertiary,273,yes,no,yes,0,Young_Savers,5005.46,0.0,100,4900.0
59,management,married,tertiary,3342,no,no,yes,3,Premium_Clients,5066.84,0.0,100,4900.0
35,technician,single,secondary,1227,no,no,yes,0,Young_Savers,5024.54,0.0,200,2400.0
22,technician,single,secondary,283,yes,no,yes,0,Young_Savers,5005.66,0.0,100,4900.0
31,management,single,tertiary,3384,no,no,yes,0,Young_Savers,5067.68,0.0,150,3233.3333333333335
43,management,divorced,tertiary,2367,no,no,yes,0,Young_Savers,5047.34,0.0,100,4900.0
35,management,single,tertiary,5958,yes,no,yes,0,Young_Savers,5119.16,0.0,50,9900.0
60,admin.,married,secondary,3735,no,no,yes,3,Premium_Clients,5074.7,0.0,50,9900.0
54,management,married,secondary,2693,no,no,yes,3,Premium_Clients,5053.86,0.0,50,9900.0
29,self-employed,single,tertiary,655,no,no,yes,0,Young_Savers,5013.1,0.0,50,9900.0
30,student,single,secondary,1681,no,no,yes,0,Young_Savers,5033.62,0.0,50,9900.0
28,management,single,tertiary,866,no,no,yes,0,Young_Savers,5017.32,0.0,100,4900.0
43,services,married,secondary,774,no,no,yes,0,Young_Savers,5015.48,0.0,50,9900.0
37,services,married,secondary,2678,no,no,yes,0,Young_Savers,5053.56,0.0,50,9900.0
62,management,married,tertiary,3371,no,no,yes,3,Premium_Clients,5067.42,0.0,50,9900.0
57,management,married,tertiary,10583,no,no,yes,3,Premium_Clients,5211.66,0.0,50,9900.0
33,management,single,tertiary,4176,no,no,yes,0,Young_Savers,5083.52,0.0,150,3233.3333333333335
47,management,single,tertiary,334,yes,no,yes,0,Young_Savers,5006.68,0.0,50,9900.0
39,technician,single,tertiary,393,no,no,yes,0,Young_Savers,5007.86,0.0,50,9900.0
30,self-employed,single,tertiary,916,no,no,yes,0,Young_Savers,5018.32,0.0,100,4900.0
28,admin.,single,tertiary,832,no,no,yes,0,Young_Savers,5016.64,0.0,150,3233.3333333333335
57,management,divorced,tertiary,3287,no,no,yes,3,Premium_Clients,5065.74,0.0,100,4900.0
23,services,single,secondary,488,no,no,yes,0,Young_Savers,5009.76,0.0,50,9900.0
56,housemaid,single,tertiary,1947,no,no,yes,3,Premium_Clients,5038.94,0.0,50,9900.0
44,admin.,divorced,tertiary,558,yes,no,yes,0,Young_Savers,5011.16,0.0,100,4900.0
80,retired,divorced,primary,235,no,no,yes,3,Premium_Clients,5004.7,0.0,50,9900.0
47,management,married,tertiary,288,no,no,yes,0,Young_Savers,5005.76,0.0,50,9900.0
27,student,single,secondary,6036,no,no,yes,0,Young_Savers,5120.72,0.0,50,9900.0
26,management,single,tertiary,3,yes,yes,yes,0,Young_Savers,5000.06,30.0,50,9900.0
50,technician,divorced,secondary,0,no,no,yes,3,Premium_Clients,5000.0,0.0,50,9900.0
84,retired,married,secondary,81204,no,no,yes,3,Premium_Clients,6624.08,0.0,50,9900.0
86,retired,married,primary,5236,no,no,yes,3,Premium_Clients,5104.72,0.0,100,4900.0
46,management,married,unknown,2466,no,no,yes,3,Premium_Clients,5049.32,0.0,150,3233.3333333333335
45,technician,married,secondary,1348,no,yes,yes,0,Young_Savers,5026.96,30.0,100,4900.0
60,blue-collar,married,primary,7929,no,no,yes,3,Premium_Clients,5158.58,0.0,50,9900.0
47,admin.,married,secondary,70,yes,no,yes,0,Young_Savers,5001.4,0.0,200,2400.0
53,admin.,married,secondary,459,no,no,yes,3,Premium_Clients,5009.18,0.0,50,9900.0
54,technician,married,secondary,2102,yes,no,yes,3,Premium_Clients,5042.04,0.0,50,9900.0
19,student,single,secondary,394,no,no,yes,0,Young_Savers,5007.88,0.0,150,3233.3333333333335
24,student,single,secondary,4126,no,no,yes,0,Young_Savers,5082.52,0.0,200,2400.0
39,management,divorced,tertiary,224,no,no,yes,0,Young_Savers,5004.48,0.0,50,9900.0
53,technician,married,tertiary,9001,no,no,yes,3,Premium_Clients,5180.02,0.0,50,9900.0
29,management,single,unknown,560,no,no,yes,0,Young_Savers,5011.2,0.0,50,9900.0
30,management,married,tertiary,102,yes,no,yes,0,Young_Savers,5002.04,0.0,350,1328.5714285714287
32,management,single,secondary,1088,yes,no,yes,0,Young_Savers,5021.76,0.0,50,9900.0
33,self-employed,single,tertiary,562,yes,yes,yes,0,Young_Savers,5011.24,30.0,50,9900.0
33,management,single,tertiary,718,yes,no,yes,0,Young_Savers,5014.36,0.0,50,9900.0
57,retired,married,unknown,230,no,no,yes,3,Premium_Clients,5004.6,0.0,100,4900.0
27,technician,single,tertiary,-67,yes,no,yes,0,Young_Savers,4998.66,30.0,150,3233.3333333333335
55,management,married,tertiary,3848,yes,no,yes,3,Premium_Clients,5076.96,0.0,100,4900.0
36,management,single,tertiary,579,no,no,yes,0,Young_Savers,5011.58,0.0,50,9900.0
26,management,single,tertiary,1646,no,no,yes,0,Young_Savers,5032.92,0.0,200,2400.0
31,admin.,married,secondary,1229,no,no,yes,0,Young_Savers,5024.58,0.0,50,9900.0
25,unemployed,single,primary,129,no,no,yes,0,Young_Savers,5002.58,0.0,150,3233.3333333333335
49,admin.,married,secondary,197,yes,no,yes,3,Premium_Clients,5003.94,0.0,50,9900.0
30,management,single,tertiary,3779,no,no,yes,0,Young_Savers,5075.58,0.0,50,9900.0
32,management,single,tertiary,2016,no,no,yes,0,Young_Savers,5040.32,0.0,50,9900.0
36,management,single,tertiary,436,no,no,yes,0,Young_Savers,5008.72,0.0,50,9900.0
38,management,married,tertiary,413,no,no,yes,0,Young_Savers,5008.26,0.0,50,9900.0
45,blue-collar,single,primary,116,no,no,yes,0,Young_Savers,5002.32,0.0,50,9900.0
36,management,single,unknown,62,no,no,yes,0,Young_Savers,5001.24,0.0,100,4900.0
23,student,single,secondary,107,no,no,yes,0,Young_Savers,5002.14,0.0,250,1900.0
38,technician,married,secondary,497,no,no,yes,0,Young_Savers,5009.94,0.0,50,9900.0
44,services,married,primary,2557,yes,no,yes,0,Young_Savers,5051.14,0.0,50,9900.0
35,management,single,tertiary,2646,no,no,yes,2,Budget_Conscious,5052.92,0.0,400,1150.0
75,retired,married,secondary,3771,no,no,yes,3,Premium_Clients,5075.42,0.0,50,9900.0
26,technician,single,tertiary,1066,no,no,yes,0,Young_Savers,5021.32,0.0,50,9900.0
59,technician,married,secondary,1,no,no,yes,3,Premium_Clients,5000.02,0.0,100,4900.0
30,management,single,tertiary,232,no,no,yes,0,Young_Savers,5004.64,0.0,50,9900.0
36,blue-collar,married,primary,1177,no,no,yes,0,Young_Savers,5023.54,0.0,50,9900.0
39,technician,married,secondary,603,no,yes,yes,0,Young_Savers,5012.06,30.0,50,9900.0
24,management,single,tertiary,736,yes,no,yes,0,Young_Savers,5014.72,0.0,100,4900.0
22,services,single,secondary,129,no,no,yes,0,Young_Savers,5002.58,0.0,100,4900.0
36,management,married,tertiary,-115,yes,no,yes,0,Young_Savers,4997.7,30.0,200,2400.0
22,management,single,tertiary,104,no,yes,yes,0,Young_Savers,5002.08,30.0,150,3233.3333333333335
34,management,married,tertiary,589,no,no,yes,0,Young_Savers,5011.78,0.0,100,4900.0
22,student,single,primary,3472,no,no,yes,0,Young_Savers,5069.44,0.0,50,9900.0
57,management,married,tertiary,2845,yes,no,yes,3,Premium_Clients,5056.9,0.0,250,1900.0
30,student,single,tertiary,7529,no,no,yes,0,Young_Savers,5150.58,0.0,300,1566.6666666666665
55,unemployed,divorced,secondary,309,no,no,yes,3,Premium_Clients,5006.18,0.0,50,9900.0
38,blue-collar,divorced,secondary,0,yes,no,yes,0,Young_Savers,5000.0,0.0,50,9900.0
39,blue-collar,single,secondary,1672,yes,no,yes,0,Young_Savers,5033.44,0.0,50,9900.0
38,technician,single,secondary,1711,no,no,yes,0,Young_Savers,5034.22,0.0,150,3233.3333333333335
24,admin.,single,secondary,1295,no,no,yes,0,Young_Savers,5025.9,0.0,50,9900.0
30,student,single,secondary,2046,no,no,yes,0,Young_Savers,5040.92,0.0,150,3233.3333333333335
29,blue-collar,single,tertiary,455,no,no,yes,0,Young_Savers,5009.1,0.0,50,9900.0
25,student,single,unknown,722,no,no,yes,0,Young_Savers,5014.44,0.0,100,4900.0
52,technician,married,secondary,371,yes,yes,yes,3,Premium_Clients,5007.42,30.0,100,4900.0
62,management,married,tertiary,997,no,no,yes,3,Premium_Clients,5019.94,0.0,50,9900.0
40,technician,married,tertiary,206,no,no,yes,0,Young_Savers,5004.12,0.0,300,1566.6666666666665
76,retired,married,secondary,820,no,no,yes,3,Premium_Clients,5016.4,0.0,200,2400.0
31,admin.,single,secondary,410,no,no,yes,0,Young_Savers,5008.2,0.0,50,9900.0
42,self-employed,married,secondary,1216,yes,no,yes,0,Young_Savers,5024.32,0.0,50,9900.0
43,technician,single,unknown,11115,no,no,yes,3,Premium_Clients,5222.3,0.0,50,9900.0
73,retired,married,primary,796,no,no,yes,3,Premium_Clients,5015.92,0.0,50,9900.0
41,management,divorced,tertiary,5037,no,no,yes,2,Budget_Conscious,5100.74,0.0,450,1011.1111111111111
77,management,married,unknown,1780,yes,no,yes,3,Premium_Clients,5035.6,0.0,100,4900.0
46,admin.,divorced,primary,429,yes,no,yes,0,Young_Savers,5008.58,0.0,100,4900.0
35,technician,married,secondary,2779,no,no,yes,0,Young_Savers,5055.58,0.0,100,4900.0
26,management,single,tertiary,222,no,no,yes,0,Young_Savers,5004.44,0.0,50,9900.0
45,blue-collar,single,secondary,0,yes,no,yes,0,Young_Savers,5000.0,0.0,50,9900.0
29,management,single,tertiary,1445,no,no,yes,0,Young_Savers,5028.9,0.0,100,4900.0
30,technician,single,tertiary,655,no,no,yes,0,Young_Savers,5013.1,0.0,50,9900.0
26,unemployed,single,tertiary,77,no,no,yes,0,Young_Savers,5001.54,0.0,50,9900.0
63,blue-collar,married,primary,115,no,no,yes,3,Premium_Clients,5002.3,0.0,50,9900.0
37,unemployed,single,secondary,2722,no,no,yes,0,Young_Savers,5054.44,0.0,100,4900.0
26,management,single,tertiary,1438,no,no,yes,0,Young_Savers,5028.76,0.0,50,9900.0
54,admin.,married,unknown,140,no,no,yes,3,Premium_Clients,5002.8,0.0,100,4900.0
30,admin.,single,secondary,915,yes,no,yes,0,Young_Savers,5018.3,0.0,50,9900.0
61,retired,married,secondary,1058,no,no,yes,3,Premium_Clients,5021.16,0.0,150,3233.3333333333335
69,retired,married,secondary,0,no,no,yes,3,Premium_Clients,5000.0,0.0,100,4900.0
76,self-employed,married,unknown,4984,no,no,yes,3,Premium_Clients,5099.68,0.0,50,9900.0
30,management,single,tertiary,697,no,no,yes,0,Young_Savers,5013.94,0.0,100,4900.0
64,retired,married,secondary,4787,no,no,yes,3,Premium_Clients,5095.74,0.0,50,9900.0
55,housemaid,married,secondary,962,yes,no,yes,3,Premium_Clients,5019.24,0.0,50,9900.0
55,technician,married,tertiary,1320,no,no,yes,3,Premium_Clients,5026.4,0.0,100,4900.0
29,management,single,tertiary,2955,no,no,yes,0,Young_Savers,5059.1,0.0,100,4900.0
41,unemployed,married,tertiary,0,no,no,yes,0,Young_Savers,5000.0,0.0,50,9900.0
63,retired,married,primary,12067,no,no,yes,3,Premium_Clients,5241.34,0.0,50,9900.0
45,admin.,married,secondary,3006,no,no,yes,0,Young_Savers,5060.12,0.0,100,4900.0
32,technician,single,tertiary,388,no,no,yes,0,Young_Savers,5007.76,0.0,150,3233.3333333333335
41,self-employed,married,tertiary,0,yes,no,yes,0,Young_Savers,5000.0,0.0,150,3233.3333333333335
37,management,married,secondary,565,no,no,yes,0,Young_Savers,5011.3,0.0,50,9900.0
19,student,single,secondary,329,no,no,yes,0,Young_Savers,5006.58,0.0,50,9900.0
61,retired,divorced,secondary,4243,no,no,yes,3,Premium_Clients,5084.86,0.0,50,9900.0
40,unemployed,single,tertiary,72,no,no,yes,0,Young_Savers,5001.44,0.0,50,9900.0
30,management,married,tertiary,4328,no,no,yes,0,Young_Savers,5086.56,0.0,150,3233.3333333333335
54,technician,married,tertiary,395,no,no,yes,3,Premium_Clients,5007.9,0.0,50,9900.0
49,admin.,married,secondary,0,no,no,yes,0,Young_Savers,5000.0,0.0,50,9900.0
45,admin.,married,secondary,205,no,no,yes,0,Young_Savers,5004.1,0.0,50,9900.0
48,blue-collar,married,secondary,1730,yes,no,yes,3,Premium_Clients,5034.6,0.0,50,9900.0
60,blue-collar,married,primary,5,no,no,yes,3,Premium_Clients,5000.1,0.0,50,9900.0
34,unemployed,single,secondary,1965,no,no,yes,0,Young_Savers,5039.3,0.0,50,9900.0
29,housemaid,single,tertiary,19,no,no,yes,0,Young_Savers,5000.38,0.0,50,9900.0
77,retired,married,tertiary,7802,no,no,yes,3,Premium_Clients,5156.04,0.0,50,9900.0
64,management,married,unknown,2352,no,no,yes,3,Premium_Clients,5047.04,0.0,100,4900.0
80,retired,married,primary,155,no,no,yes,3,Premium_Clients,5003.1,0.0,50,9900.0
26,technician,single,tertiary,401,no,no,yes,0,Young_Savers,5008.02,0.0,100,4900.0
33,admin.,married,tertiary,79,yes,no,yes,0,Young_Savers,5001.58,0.0,50,9900.0
41,technician,single,tertiary,1646,yes,no,yes,0,Young_Savers,5032.92,0.0,50,9900.0
28,management,single,tertiary,437,no,no,yes,0,Young_Savers,5008.74,0.0,50,9900.0
74,retired,married,secondary,935,no,no,yes,3,Premium_Clients,5018.7,0.0,50,9900.0
29,student,single,unknown,2929,no,no,yes,0,Young_Savers,5058.58,0.0,50,9900.0
72,retired,married,primary,2304,no,no,yes,3,Premium_Clients,5046.08,0.0,200,2400.0
18,student,single,unknown,348,no,no,yes,0,Young_Savers,5006.96,0.0,200,2400.0
46,blue-collar,married,secondary,640,yes,no,yes,0,Young_Savers,5012.8,0.0,50,9900.0
37,technician,married,tertiary,88,no,no,yes,0,Young_Savers,5001.76,0.0,50,9900.0
37,management,married,tertiary,2283,no,no,yes,0,Young_Savers,5045.66,0.0,100,4900.0
32,technician,married,secondary,473,no,yes,yes,0,Young_Savers,5009.46,30.0,150,3233.3333333333335
51,technician,married,tertiary,0,no,no,yes,0,Young_Savers,5000.0,0.0,100,4900.0
77,unknown,married,unknown,397,no,no,yes,3,Premium_Clients,5007.94,0.0,150,3233.3333333333335
35,management,married,tertiary,62,no,no,yes,0,Young_Savers,5001.24,0.0,100,4900.0
53,management,married,tertiary,3634,no,no,yes,3,Premium_Clients,5072.68,0.0,200,2400.0
46,management,married,tertiary,273,yes,no,yes,0,Young_Savers,5005.46,0.0,300,1566.6666666666665
78,retired,divorced,secondary,3417,no,no,yes,3,Premium_Clients,5068.34,0.0,50,9900.0
34,technician,married,secondary,133,no,no,yes,0,Young_Savers,5002.66,0.0,100,4900.0
54,management,married,tertiary,1624,no,no,yes,3,Premium_Clients,5032.48,0.0,150,3233.3333333333335
33,services,married,secondary,386,no,no,yes,0,Young_Savers,5007.72,0.0,50,9900.0
23,student,single,unknown,2530,no,no,yes,0,Young_Savers,5050.6,0.0,50,9900.0
34,technician,single,tertiary,2838,yes,no,yes,0,Young_Savers,5056.76,0.0,150,3233.3333333333335
32,unemployed,single,secondary,1026,yes,no,yes,0,Young_Savers,5020.52,0.0,50,9900.0
54,unknown,married,secondary,2206,no,no,yes,3,Premium_Clients,5044.12,0.0,50,9900.0
40,admin.,married,secondary,260,yes,no,yes,0,Young_Savers,5005.2,0.0,50,9900.0
63,retired,divorced,tertiary,0,no,no,yes,3,Premium_Clients,5000.0,0.0,50,9900.0
37,management,married,tertiary,2987,yes,no,yes,0,Young_Savers,5059.74,0.0,50,9900.0
48,blue-collar,married,secondary,1230,yes,no,yes,3,Premium_Clients,5024.6,0.0,100,4900.0
28,technician,single,secondary,2335,no,no,yes,0,Young_Savers,5046.7,0.0,50,9900.0
35,management,married,tertiary,8000,no,no,yes,0,Young_Savers,5160.0,0.0,50,9900.0
29,management,single,tertiary,-27,no,no,yes,0,Young_Savers,4999.46,30.0,50,9900.0
68,retired,married,secondary,1146,no,no,yes,3,Premium_Clients,5022.92,0.0,50,9900.0
53,blue-collar,single,secondary,1004,no,no,yes,3,Premium_Clients,5020.08,0.0,50,9900.0
37,technician,single,tertiary,197,no,no,yes,0,Young_Savers,5003.94,0.0,50,9900.0
58,admin.,married,secondary,169,no,no,yes,3,Premium_Clients,5003.38,0.0,150,3233.3333333333335
37,management,married,tertiary,393,yes,no,yes,0,Young_Savers,5007.86,0.0,150,3233.3333333333335
37,admin.,married,tertiary,29,no,no,yes,0,Young_Savers,5000.58,0.0,100,4900.0
34,admin.,married,secondary,920,no,no,yes,0,Young_Savers,5018.4,0.0,150,3233.3333333333335
50,admin.,married,secondary,3608,yes,no,yes,3,Premium_Clients,5072.16,0.0,400,1150.0
56,management,married,primary,870,no,no,yes,3,Premium_Clients,5017.4,0.0,50,9900.0
57,retired,married,primary,9367,no,no,yes,3,Premium_Clients,5187.34,0.0,200,2400.0
29,unemployed,single,primary,1374,no,no,yes,0,Young_Savers,5027.48,0.0,100,4900.0
75,retired,married,tertiary,6027,no,no,yes,3,Premium_Clients,5120.54,0.0,50,9900.0
24,management,single,tertiary,1,no,no,yes,0,Young_Savers,5000.02,0.0,250,1900.0
46,management,married,tertiary,349,no,no,yes,0,Young_Savers,5006.98,0.0,200,2400.0
27,student,single,tertiary,39,no,no,yes,0,Young_Savers,5000.78,0.0,50,9900.0
52,management,married,tertiary,583,no,no,yes,3,Premium_Clients,5011.66,0.0,50,9900.0
38,management,married,tertiary,1276,no,no,yes,0,Young_Savers,5025.52,0.0,100,4900.0
33,management,single,tertiary,2364,no,no,yes,0,Young_Savers,5047.28,0.0,50,9900.0
53,admin.,married,secondary,53,yes,no,yes,3,Premium_Clients,5001.06,0.0,50,9900.0
64,retired,married,secondary,1612,no,no,yes,3,Premium_Clients,5032.24,0.0,50,9900.0
84,retired,divorced,primary,639,no,no,yes,3,Premium_Clients,5012.78,0.0,150,3233.3333333333335
62,retired,married,secondary,3114,no,no,yes,3,Premium_Clients,5062.28,0.0,100,4900.0
41,admin.,married,tertiary,1,yes,no,yes,0,Young_Savers,5000.02,0.0,100,4900.0
29,admin.,single,secondary,1070,yes,no,yes,0,Young_Savers,5021.4,0.0,50,9900.0
53,technician,married,secondary,195,yes,no,yes,3,Premium_Clients,5003.9,0.0,50,9900.0
30,technician,single,secondary,3144,no,no,yes,0,Young_Savers,5062.88,0.0,100,4900.0
37,management,married,tertiary,3236,no,no,yes,0,Young_Savers,5064.72,0.0,100,4900.0
78,retired,married,unknown,3208,no,no,yes,3,Premium_Clients,5064.16,0.0,150,3233.3333333333335
47,blue-collar,married,secondary,1568,yes,no,yes,3,Premium_Clients,5031.36,0.0,150,3233.3333333333335
61,technician,married,secondary,1191,no,no,yes,3,Premium_Clients,5023.82,0.0,200,2400.0
46,self-employed,married,secondary,706,no,no,yes,0,Young_Savers,5014.12,0.0,50,9900.0
31,unemployed,single,secondary,2616,no,no,yes,0,Young_Savers,5052.32,0.0,50,9900.0
21,student,single,secondary,215,no,no,yes,0,Young_Savers,5004.3,0.0,50,9900.0
71,retired,married,primary,3230,no,no,yes,3,Premium_Clients,5064.6,0.0,100,4900.0
52,admin.,single,secondary,726,yes,no,yes,3,Premium_Clients,5014.52,0.0,50,9900.0
25,student,single,secondary,3713,no,no,yes,0,Young_Savers,5074.26,0.0,100,4900.0
60,technician,married,secondary,0,no,no,yes,3,Premium_Clients,5000.0,0.0,200,2400.0
30,admin.,single,secondary,265,yes,no,yes,0,Young_Savers,5005.3,0.0,50,9900.0
29,unemployed,single,tertiary,70,no,no,yes,0,Young_Savers,5001.4,0.0,50,9900.0
52,management,married,tertiary,388,no,no,yes,3,Premium_Clients,5007.76,0.0,50,9900.0
59,management,married,primary,1727,no,no,yes,3,Premium_Clients,5034.54,0.0,200,2400.0
38,technician,married,secondary,205,no,no,yes,0,Young_Savers,5004.1,0.0,50,9900.0
33,services,single,secondary,2881,no,no,yes,0,Young_Savers,5057.62,0.0,50,9900.0
31,technician,single,secondary,846,no,no,yes,0,Young_Savers,5016.92,0.0,150,3233.3333333333335
40,technician,married,secondary,2266,no,no,yes,0,Young_Savers,5045.32,0.0,150,3233.3333333333335
28,technician,married,secondary,742,no,no,yes,0,Young_Savers,5014.84,0.0,50,9900.0
66,management,married,unknown,2149,yes,no,yes,3,Premium_Clients,5042.98,0.0,100,4900.0
32,admin.,single,secondary,344,no,no,yes,0,Young_Savers,5006.88,0.0,100,4900.0
67,retired,married,primary,1430,no,no,yes,3,Premium_Clients,5028.6,0.0,100,4900.0
39,unemployed,divorced,secondary,265,yes,no,yes,0,Young_Savers,5005.3,0.0,50,9900.0
46,housemaid,married,secondary,38,no,no,yes,0,Young_Savers,5000.76,0.0,150,3233.3333333333335
54,retired,married,secondary,3538,no,no,yes,3,Premium_Clients,5070.76,0.0,50,9900.0
47,services,divorced,unknown,973,no,no,yes,0,Young_Savers,5019.46,0.0,50,9900.0
45,technician,married,secondary,1831,no,no,yes,0,Young_Savers,5036.62,0.0,100,4900.0
63,blue-collar,married,secondary,641,no,no,yes,3,Premium_Clients,5012.82,0.0,100,4900.0
60,unemployed,married,secondary,1047,no,no,yes,3,Premium_Clients,5020.94,0.0,150,3233.3333333333335
29,management,married,tertiary,8103,no,no,yes,0,Young_Savers,5162.06,0.0,150,3233.3333333333335
33,services,single,unknown,523,yes,no,yes,0,Young_Savers,5010.46,0.0,50,9900.0
48,housemaid,married,secondary,0,no,no,yes,0,Young_Savers,5000.0,0.0,250,1900.0
26,technician,single,tertiary,515,no,no,yes,0,Young_Savers,5010.3,0.0,50,9900.0
55,admin.,married,secondary,8304,no,no,yes,3,Premium_Clients,5166.08,0.0,50,9900.0
36,technician,married,secondary,1368,no,no,yes,0,Young_Savers,5027.36,0.0,50,9900.0
33,admin.,single,tertiary,272,yes,no,yes,0,Young_Savers,5005.44,0.0,50,9900.0
28,blue-collar,single,secondary,-46,yes,no,yes,0,Young_Savers,4999.08,30.0,100,4900.0
28,services,single,secondary,168,no,no,yes,0,Young_Savers,5003.36,0.0,150,3233.3333333333335
31,management,single,tertiary,515,no,no,yes,0,Young_Savers,5010.3,0.0,250,1900.0
28,management,single,tertiary,223,yes,no,yes,0,Young_Savers,5004.46,0.0,50,9900.0
49,admin.,single,tertiary,228,yes,no,yes,0,Young_Savers,5004.56,0.0,50,9900.0
27,blue-collar,single,tertiary,644,no,no,yes,0,Young_Savers,5012.88,0.0,50,9900.0
28,admin.,married,secondary,330,no,no,yes,0,Young_Savers,5006.6,0.0,100,4900.0
65,admin.,married,secondary,952,no,no,yes,3,Premium_Clients,5019.04,0.0,50,9900.0
30,technician,single,secondary,1165,no,no,yes,0,Young_Savers,5023.3,0.0,100,4900.0
38,admin.,married,secondary,0,yes,no,yes,0,Young_Savers,5000.0,0.0,50,9900.0
36,technician,divorced,secondary,2823,yes,no,yes,0,Young_Savers,5056.46,0.0,50,9900.0
63,retired,divorced,secondary,1490,no,no,yes,3,Premium_Clients,5029.8,0.0,50,9900.0
63,retired,married,primary,48,no,no,yes,3,Premium_Clients,5000.96,0.0,50,9900.0
28,management,single,tertiary,187,no,no,yes,0,Young_Savers,5003.74,0.0,50,9900.0
80,retired,married,secondary,8304,no,no,yes,3,Premium_Clients,5166.08,0.0,50,9900.0
39,blue-collar,married,secondary,276,no,no,yes,0,Young_Savers,5005.52,0.0,100,4900.0
31,management,single,tertiary,147,no,no,yes,0,Young_Savers,5002.94,0.0,100,4900.0
39,services,married,secondary,323,no,no,yes,0,Young_Savers,5006.46,0.0,100,4900.0
30,blue-collar,single,secondary,799,no,no,yes,0,Young_Savers,5015.98,0.0,50,9900.0
67,retired,married,unknown,2540,no,no,yes,3,Premium_Clients,5050.8,0.0,250,1900.0
29,blue-collar,single,secondary,322,no,no,yes,0,Young_Savers,5006.44,0.0,50,9900.0
36,management,married,tertiary,495,no,no,yes,0,Young_Savers,5009.9,0.0,50,9900.0
24,student,single,unknown,358,no,no,yes,0,Young_Savers,5007.16,0.0,50,9900.0
30,technician,single,secondary,2371,no,no,yes,0,Young_Savers,5047.42,0.0,50,9900.0
21,student,single,unknown,53,no,no,yes,0,Young_Savers,5001.06,0.0,50,9900.0
27,admin.,single,unknown,861,no,no,yes,0,Young_Savers,5017.22,0.0,200,2400.0
56,admin.,married,secondary,602,no,no,yes,3,Premium_Clients,5012.04,0.0,50,9900.0
66,admin.,married,secondary,4041,no,no,yes,3,Premium_Clients,5080.82,0.0,100,4900.0
71,retired,divorced,primary,275,no,no,yes,3,Premium_Clients,5005.5,0.0,50,9900.0
26,services,single,tertiary,12,no,no,yes,0,Young_Savers,5000.24,0.0,50,9900.0
62,retired,married,primary,1742,no,no,yes,3,Premium_Clients,5034.84,0.0,100,4900.0
32,self-employed,single,tertiary,46,yes,no,yes,0,Young_Savers,5000.92,0.0,100,4900.0
68,retired,divorced,primary,2027,no,no,yes,3,Premium_Clients,5040.54,0.0,100,4900.0
37,admin.,married,tertiary,3221,no,no,yes,0,Young_Savers,5064.42,0.0,100,4900.0
27,management,single,tertiary,1720,no,no,yes,0,Young_Savers,5034.4,0.0,50,9900.0
45,technician,single,tertiary,2033,no,no,yes,0,Young_Savers,5040.66,0.0,250,1900.0
64,retired,married,secondary,3189,no,no,yes,3,Premium_Clients,5063.78,0.0,50,9900.0
38,student,divorced,tertiary,2946,no,no,yes,0,Young_Savers,5058.92,0.0,150,3233.3333333333335
66,housemaid,married,primary,1230,no,no,yes,3,Premium_Clients,5024.6,0.0,300,1566.6666666666665
30,management,single,tertiary,572,no,no,yes,0,Young_Savers,5011.44,0.0,150,3233.3333333333335
39,technician,single,secondary,1435,no,no,yes,0,Young_Savers,5028.7,0.0,50,9900.0
24,technician,single,secondary,403,no,no,yes,0,Young_Savers,5008.06,0.0,50,9900.0
